Elapsed Time (s),Temperature (°C),Clock Speed (MHz),Voltage Core (V)
1035,55.8,1000,1.2063
1036,55.8,1000,1.2063
1037,55.8,1000,1.2063
1038,55.8,1000,1.2063
1039,55.8,1000,1.2063
1040,55.8,1000,1.2063
1041,55.3,1000,1.2063
1042,55.8,1000,1.2063
1043,55.8,1000,1.2063
1044,55.8,1000,1.2063
1045,55.8,1000,1.2063
1046,55.3,1000,1.2063
1047,55.3,1000,1.2063
1048,55.8,1000,1.2063
1049,55.8,1000,1.2063
1050,55.8,1000,1.2063
1051,55.3,1000,1.2063
1052,55.8,1000,1.2063
1054,55.8,1000,1.2063
1055,55.8,1000,1.2063
1056,55.8,1000,1.2063
1057,55.8,1000,1.2063
1058,55.8,1000,1.2063
1059,55.8,1000,1.2063
1060,55.3,1000,1.2063
1061,55.3,1000,1.2063
1062,55.8,1000,1.2063
1063,55.8,999,1.2063
1064,55.8,1000,1.2063
1065,55.8,1000,1.2063
1066,55.8,1000,1.2063
1067,55.8,1000,1.2063
1068,55.8,1000,1.2063
1069,55.8,1000,1.2063
1070,55.8,1000,1.2063
1071,55.8,1000,1.2063
1072,55.8,1000,1.2063
1074,55.8,1000,1.2063
1075,55.8,1000,1.2063
1076,55.8,1000,1.2063
1077,55.3,1000,1.2063
1078,55.8,1000,1.2063
1079,55.8,1000,1.2063
1080,55.8,1000,1.2063
1081,55.8,1000,1.2063
1082,55.8,1000,1.2063
1083,55.3,1000,1.2063
1084,56.4,1000,1.2063
1085,55.8,1000,1.2063
1086,55.8,1000,1.2063
1087,55.8,1000,1.2063
1088,55.8,1000,1.2063
1089,56.4,1000,1.2063
1090,55.8,1000,1.2063
1091,55.8,1000,1.2063
1093,55.8,1000,1.2063
1094,56.4,1000,1.2063
1095,55.8,1000,1.2063
1096,55.3,1000,1.2063
1097,55.8,1000,1.2063
1098,55.8,1000,1.2063
1099,56.4,1000,1.2063
1100,56.4,1000,1.2063
1101,55.8,1000,1.2063
1102,56.4,1000,1.2063
1103,55.8,1000,1.2063
1104,55.8,1000,1.2063
1105,55.3,1000,1.2063
1106,55.8,1000,1.2063
1107,55.8,1000,1.2063
1108,56.4,1000,1.2063
1109,55.8,1000,1.2063
1110,55.8,1000,1.2063
1111,55.8,1000,1.2063
1113,55.8,1000,1.2063
1114,55.8,1000,1.2063
1115,55.8,1000,1.2063
1116,55.8,1000,1.2063
1117,55.8,999,1.2063
1118,55.8,1000,1.2063
1119,56.4,1000,1.2063
1120,55.8,1000,1.2063
1121,55.8,1000,1.2063
1122,55.8,1000,1.2063
1123,55.8,1000,1.2063
1124,55.8,1000,1.2063
1125,55.8,1000,1.2063
1126,55.8,1000,1.2063
1127,55.8,1000,1.2063
1128,56.4,1000,1.2063
1129,55.8,1000,1.2063
1130,55.8,1000,1.2063
1131,56.4,1000,1.2063
1133,55.8,1000,1.2063
1134,55.3,1000,1.2063
1135,56.4,1000,1.2063
1136,55.8,1000,1.2063
1137,55.8,1000,1.2063
1138,56.4,1000,1.2063
1139,56.4,1000,1.2063
1140,56.4,1000,1.2063
1141,55.8,1000,1.2063
1142,56.4,1000,1.2063
1143,56.4,1000,1.2063
1144,56.4,1000,1.2063
1145,56.4,1000,1.2063
1146,55.8,1000,1.2063
1147,55.8,1000,1.2063
1148,56.4,1000,1.2063
1149,55.8,1000,1.2063
1150,55.8,1000,1.2063
1151,56.4,1000,1.2063
1153,55.8,1000,1.2063
1154,55.8,1000,1.2063
1155,56.4,1000,1.2063
1156,56.4,1000,1.2063
1157,55.8,1000,1.2063
1158,56.4,1000,1.2063
1159,55.8,1000,1.2063
1160,55.8,1000,1.2063
1161,55.8,1000,1.2063
1162,56.4,1000,1.2063
1163,56.4,1000,1.2063
1164,56.4,1000,1.2063
1165,56.4,1000,1.2063
1166,55.8,999,1.2063
1167,55.8,1000,1.2063
1168,55.8,1000,1.2063
1169,55.8,1000,1.2063
1170,56.4,1000,1.2063
1171,55.8,1000,1.2063
1173,56.4,1000,1.2063
1174,55.8,1000,1.2063
1175,56.4,1000,1.2063
1176,55.8,1000,1.2063
1177,55.8,1000,1.2063
1178,56.4,1000,1.2063
1179,56.4,1000,1.2063
1180,55.8,1000,1.2063
1181,55.8,1000,1.2063
1182,56.4,1000,1.2063
1183,56.4,1000,1.2063
1184,56.4,1000,1.2063
1185,55.8,1000,1.2063
1186,56.4,1000,1.2063
1187,56.4,1000,1.2063
1188,56.4,1000,1.2063
1189,56.4,1000,1.2063
1190,55.8,1000,1.2063
1191,55.8,1000,1.2063
1193,55.8,1000,1.2063
1194,55.8,1000,1.2063
1195,55.8,1000,1.2063
1196,55.8,1000,1.2063
1197,56.4,1000,1.2063
1198,56.4,1000,1.2063
1199,56.4,1000,1.2063
1200,56.9,1000,1.2063
1201,56.4,1000,1.2063
1202,56.4,1000,1.2063
1203,55.8,999,1.2063
1204,56.4,1000,1.2063
1205,56.4,1000,1.2063
1206,56.4,1000,1.2063
1207,56.4,1000,1.2063
1208,56.9,1000,1.2063
1209,56.4,1000,1.2063
1210,56.4,1000,1.2063
1211,56.4,1000,1.2063
1213,56.4,1000,1.2063
1214,56.4,1000,1.2063
1215,56.4,1000,1.2063
1216,56.9,1000,1.2063
1217,56.4,1000,1.2063
1218,56.4,1000,1.2063
1219,56.4,1000,1.2063
1220,56.4,1000,1.2063
1221,56.4,1000,1.2063
1222,55.8,1000,1.2063
1223,56.4,1000,1.2063
1224,56.4,1000,1.2063
1225,56.4,1000,1.2063
1226,56.9,1000,1.2063
1227,56.4,1000,1.2063
1228,56.4,999,1.2063
1229,55.8,1000,1.2063
1230,56.4,1000,1.2063
1231,56.9,1000,1.2063
1233,56.9,1000,1.2063
1234,56.9,1000,1.2063
1235,56.4,1000,1.2063
1236,56.4,1000,1.2063
1237,56.4,1000,1.2063
1238,56.4,1000,1.2063
1239,55.8,1000,1.2063
1240,56.9,1000,1.2063
1241,56.4,1000,1.2063
1242,56.4,1000,1.2063
1243,56.4,1000,1.2063
1244,56.9,1000,1.2063
1245,56.4,1000,1.2063
1246,56.4,1000,1.2063
1247,56.4,1000,1.2063
1248,56.4,1000,1.2063
1249,56.9,1000,1.2063
1250,56.9,1000,1.2063
1251,56.9,1000,1.2063
1252,56.4,1000,1.2063
1254,56.9,1000,1.2063
1255,56.9,1000,1.2063
1256,56.9,1000,1.2063
1257,56.9,1000,1.2063
1258,56.9,1000,1.2063
1259,56.4,1000,1.2063
1260,56.4,1000,1.2063
1261,56.4,1000,1.2063
1262,55.8,1000,1.2063
1263,56.4,1000,1.2063
1264,56.9,1000,1.2063
1265,56.9,1000,1.2063
1266,56.4,1000,1.2063
1267,56.4,1000,1.2063
1268,56.9,1000,1.2063
1269,56.9,1000,1.2063
1270,56.9,1000,1.2063
1271,56.9,1000,1.2063
1272,56.9,1000,1.2063
1273,55.8,1000,1.2063
1275,56.9,1000,1.2063
1276,56.9,1000,1.2063
1277,56.9,1000,1.2063
1278,56.9,1000,1.2063
1279,56.9,1000,1.2063
1280,56.9,1000,1.2063
1281,56.9,1000,1.2063
1282,56.4,1000,1.2063
1283,56.4,1000,1.2063
1284,56.9,1000,1.2063
1285,56.4,1000,1.2063
1286,56.9,1000,1.2063
1287,56.9,1000,1.2063
1288,56.4,1000,1.2063
1289,56.9,1000,1.2063
1290,56.4,1000,1.2063
1291,56.9,1000,1.2063
1292,56.9,1000,1.2063
1294,56.9,1000,1.2063
1295,56.4,1000,1.2063
1296,56.9,1000,1.2063
1297,56.9,1000,1.2063
1298,56.9,999,1.2063
1299,56.9,1000,1.2063
1300,56.4,999,1.2063
1301,56.9,1000,1.2063
1302,56.9,1000,1.2063
1303,56.9,1000,1.2063
1304,56.4,1000,1.2063
1305,56.9,1000,1.2063
1306,56.4,1000,1.2063
1307,56.9,1000,1.2063
1308,56.9,1000,1.2063
1309,56.9,1000,1.2063
1310,56.9,1000,1.2063
1311,56.9,1000,1.2063
1312,56.9,1000,1.2063
1313,56.4,1000,1.2063
1315,56.9,1000,1.2063
1316,56.4,1000,1.2063
1317,57.5,1000,1.2063
1318,56.4,1000,1.2063
1319,56.9,1000,1.2063
1320,56.9,1000,1.2063
1321,57.5,1000,1.2063
1322,56.9,1000,1.2063
1323,56.9,1000,1.2063
1324,56.9,1000,1.2063
1325,56.9,1000,1.2063
1326,56.4,1000,1.2063
1327,56.9,1000,1.2063
1328,56.9,1000,1.2063
1329,56.9,1000,1.2063
1330,56.9,1000,1.2063
1331,56.9,1000,1.2063
1332,56.9,1000,1.2063
1333,57.5,1000,1.2063
1335,56.9,1000,1.2063
1336,56.9,1000,1.2063
1337,56.9,1000,1.2063
1338,56.9,999,1.2063
1339,56.9,1000,1.2063
1340,56.9,1000,1.2063
1341,56.9,1000,1.2063
1342,56.9,1000,1.2063
1343,56.4,1000,1.2063
1344,56.9,1000,1.2063
1345,56.9,1000,1.2063
1346,56.9,1000,1.2063
1347,56.9,1000,1.2063
1348,57.5,1000,1.2063
1349,56.4,1000,1.2063
1350,56.9,1000,1.2063
1351,56.9,1000,1.2063
1352,56.9,1000,1.2063
1353,57.5,1000,1.2063
1355,56.9,1000,1.2063
1356,56.9,1000,1.2063
1357,56.9,1000,1.2063
1358,56.9,1000,1.2063
1359,56.9,1000,1.2063
1360,56.4,1000,1.2063
1361,56.4,1000,1.2063
1362,56.9,1000,1.2063
1363,56.9,1000,1.2063
1364,56.9,1000,1.2063
1365,57.5,1000,1.2063
1366,57.5,1000,1.2063
1367,56.9,1000,1.2063
1368,57.5,1000,1.2063
1369,58.0,1000,1.2063
1370,57.5,1000,1.2063
1371,56.9,1000,1.2063
1372,56.9,1000,1.2063
1373,56.9,1000,1.2063
1375,57.5,1000,1.2063
1376,56.9,1000,1.2063
1377,56.9,1000,1.2063
1378,56.9,999,1.2063
1379,56.9,1000,1.2063
1380,56.9,1000,1.2063
1381,56.9,1000,1.2063
1382,56.9,1000,1.2063
1383,56.9,1000,1.2063
1384,57.5,1000,1.2063
1385,56.9,1000,1.2063
1386,56.9,1000,1.2063
1387,56.4,1000,1.2063
1388,57.5,1000,1.2063
1389,58.0,1000,1.2063
1390,56.9,1000,1.2063
1391,56.9,1000,1.2063
1392,56.9,1000,1.2063
1393,56.9,1000,1.2063
1395,56.9,1000,1.2063
1396,57.5,1000,1.2063
1397,56.9,1000,1.2063
1398,57.5,1000,1.2063
1399,57.5,1000,1.2063
1400,57.5,1000,1.2063
1401,57.5,1000,1.2063
1402,57.5,999,1.2063
1403,57.5,1000,1.2063
1404,56.9,999,1.2063
1405,57.5,999,1.2063
1406,56.9,1000,1.2063
1407,56.9,1000,1.2063
1408,57.5,999,1.2063
1409,56.9,1000,1.2063
1410,56.9,1000,1.2063
1411,56.9,1000,1.2063
1412,56.9,1000,1.2063
1413,57.5,1000,1.2063
1414,56.9,1000,1.2063
1415,56.9,1000,1.2063
1417,56.9,1000,1.2063
1418,56.9,1000,1.2063
1419,56.9,1000,1.2063
1420,56.9,1000,1.2063
1421,56.9,1000,1.2063
1422,57.5,1000,1.2063
1423,56.9,1000,1.2063
1424,56.9,1000,1.2063
1425,57.5,1000,1.2063
1426,57.5,1000,1.2063
1427,56.4,1000,1.2063
1428,57.5,1000,1.2063
1429,58.0,1000,1.2063
1430,57.5,1000,1.2063
1431,56.9,1000,1.2063
1432,56.9,1000,1.2063
1433,57.5,1000,1.2063
1434,56.9,1000,1.2063
1435,56.9,1000,1.2063
1437,57.5,1000,1.2063
1438,57.5,1000,1.2063
1439,56.9,1000,1.2063
1440,56.9,999,1.2063
1441,57.5,1000,1.2063
1442,56.9,1000,1.2063
1443,56.9,1000,1.2063
1444,56.9,1000,1.2063
1445,56.9,999,1.2063
1446,57.5,1000,1.2063
1447,56.9,1000,1.2063
1448,56.9,999,1.2063
1449,57.5,1000,1.2063
1450,56.9,1000,1.2063
1451,58.0,1000,1.2063
1452,58.0,999,1.2063
1453,57.5,1000,1.2063
1454,57.5,1000,1.2063
1455,57.5,1000,1.2063
1457,56.9,1000,1.2063
1458,57.5,1000,1.2063
1459,58.0,1000,1.2063
1460,58.0,1000,1.2063
1461,57.5,1000,1.2063
1462,57.5,1000,1.2063
1463,57.5,1000,1.2063
1464,56.9,1000,1.2063
1465,58.0,1000,1.2063
1466,58.0,1000,1.2063
1467,57.5,1000,1.2063
1468,56.9,1000,1.2063
1469,56.9,1000,1.2063
1470,56.9,1000,1.2063
1471,57.5,1000,1.2063
1472,58.0,1000,1.2063
1473,57.5,1000,1.2063
1474,56.9,1000,1.2063
1475,57.5,1000,1.2063
1477,56.9,1000,1.2063
1478,57.5,1000,1.2063
1479,57.5,1000,1.2063
1480,56.9,1000,1.2063
1481,58.0,1000,1.2063
1482,58.0,1000,1.2063
1483,58.0,1000,1.2063
1484,57.5,1000,1.2063
1485,56.9,1000,1.2063
1486,57.5,1000,1.2063
1487,58.0,1000,1.2063
1488,56.9,1000,1.2063
1489,56.9,1000,1.2063
1490,56.9,1000,1.2063
1491,56.9,1000,1.2063
1492,57.5,1000,1.2063
1493,58.0,1000,1.2063
1494,57.5,1000,1.2063
1495,57.5,1000,1.2063
1497,57.5,1000,1.2063
1498,57.5,1000,1.2063
1499,58.0,1000,1.2063
1500,57.5,1000,1.2063
1501,58.0,1000,1.2063
1502,57.5,1000,1.2063
1503,56.9,1000,1.2063
1504,57.5,1000,1.2063
1505,57.5,1000,1.2063
1506,58.0,1000,1.2063
1507,58.0,1000,1.2063
1508,57.5,1000,1.2063
1509,57.5,1000,1.2063
1510,56.9,1000,1.2063
1511,58.0,1000,1.2063
1512,58.0,999,1.2063
1513,57.5,1000,1.2063
1514,57.5,1000,1.2063
1515,58.0,1000,1.2063
1516,56.9,1000,1.2063
1517,56.9,1000,1.2063
1519,58.0,1000,1.2063
1520,58.0,1000,1.2063
1521,57.5,1000,1.2063
1522,56.9,1000,1.2063
1523,57.5,1000,1.2063
1524,58.0,1000,1.2063
1525,58.0,1000,1.2063
1526,57.5,1000,1.2063
1527,58.0,1000,1.2063
1528,57.5,1000,1.2063
1529,58.0,1000,1.2063
1530,56.9,1000,1.2063
1531,58.0,1000,1.2063
1532,57.5,1000,1.2063
1533,58.0,1000,1.2063
1534,58.0,1000,1.2063
1535,57.5,1000,1.2063
1536,56.9,1000,1.2063
1537,58.0,1000,1.2063
1538,58.0,999,1.2063
1539,57.5,999,1.2063
1540,58.0,1000,1.2063
1542,58.0,1000,1.2063
1543,58.0,1000,1.2063
1544,57.5,1000,1.2063
1545,57.5,1000,1.2063
1546,57.5,1000,1.2063
1547,58.0,1000,1.2063
1548,58.0,1000,1.2063
1549,58.0,1000,1.2063
1550,56.9,1000,1.2063
1551,57.5,1000,1.2063
1552,56.9,1000,1.2063
1553,58.0,1000,1.2063
1554,58.0,1000,1.2063
1555,57.5,1000,1.2063
1556,56.9,1000,1.2063
1557,58.0,1000,1.2063
1558,58.0,1000,1.2063
1559,58.0,1000,1.2063
1560,58.0,1000,1.2063
1562,58.0,1000,1.2063
1563,58.0,1000,1.2063
1564,58.0,1000,1.2063
1565,58.0,1000,1.2063
1566,58.0,1000,1.2063
1567,58.0,1000,1.2063
1568,57.5,999,1.2063
1569,58.0,1000,1.2063
1570,58.0,1000,1.2063
1571,58.0,1000,1.2063
1572,58.0,1000,1.2063
1573,58.0,1000,1.2063
1574,58.0,1000,1.2063
1575,58.0,1000,1.2063
1576,56.9,1000,1.2063
1577,58.0,1000,1.2063
1578,58.0,1000,1.2063
1579,58.0,1000,1.2063
1580,58.0,1000,1.2063
1581,58.0,1000,1.2063
1582,57.5,1000,1.2063
1584,58.0,1000,1.2063
1585,56.9,1000,1.2063
1586,58.0,1000,1.2063
1587,58.5,1000,1.2063
1588,57.5,1000,1.2063
1589,58.0,1000,1.2063
1590,58.0,1000,1.2063
1591,56.9,1000,1.2063
1592,56.9,1000,1.2063
1593,58.0,1000,1.2063
1594,58.0,1000,1.2063
1595,58.0,1000,1.2063
1596,57.5,1000,1.2063
1597,58.0,1000,1.2063
1598,58.0,1000,1.2063
1599,57.5,1000,1.2063
1600,58.0,1000,1.2063
1601,58.0,1000,1.2063
1602,58.0,1000,1.2063
1603,58.0,1000,1.2063
1605,57.5,1000,1.2063
1606,58.0,1000,1.2063
1607,58.0,1000,1.2063
1608,58.0,1000,1.2063
1609,58.0,1000,1.2063
1610,58.0,1000,1.2063
1611,58.0,1000,1.2063
1612,58.0,1000,1.2063
1613,56.9,1000,1.2063
1614,58.0,1000,1.2063
1615,56.9,1000,1.2063
1616,58.0,1000,1.2063
1617,58.0,1000,1.2063
1618,57.5,1000,1.2063
1619,57.5,1000,1.2063
1620,58.0,1000,1.2063
1621,57.5,1000,1.2063
1622,58.0,1000,1.2063
1623,58.0,1000,1.2063
1625,58.0,1000,1.2063
1626,58.0,1000,1.2063
1627,58.0,1000,1.2063
1628,57.5,1000,1.2063
1629,58.0,1000,1.2063
1630,58.0,1000,1.2063
1631,58.0,1000,1.2063
1632,58.0,1000,1.2063
1633,58.0,1000,1.2063
1634,58.0,1000,1.2063
1635,58.0,1000,1.2063
1636,58.0,1000,1.2063
1637,57.5,1000,1.2063
1638,58.0,1000,1.2063
1639,58.0,999,1.2063
1640,58.0,1000,1.2063
1641,58.0,1000,1.2063
1642,58.0,1000,1.2063
1643,58.5,1000,1.2063
1644,58.0,1000,1.2063
1646,58.0,1000,1.2063
1647,57.5,1000,1.2063
1648,58.0,1000,1.2063
1649,58.0,1000,1.2063
1650,58.0,1000,1.2063
1651,58.0,1000,1.2063
1652,58.0,1000,1.2063
1653,58.0,999,1.2063
1654,58.0,1000,1.2063
1655,58.0,1000,1.2063
1656,57.5,1000,1.2063
1657,57.5,1000,1.2063
1658,58.0,1000,1.2063
1659,58.0,1000,1.2063
1660,58.0,1000,1.2063
1661,58.0,1000,1.2063
1662,58.0,1000,1.2063
1663,58.0,1000,1.2063
1664,58.0,1000,1.2063
1665,58.0,1000,1.2063
1667,58.0,1000,1.2063
1668,58.0,1000,1.2063
1669,58.0,1000,1.2063
1670,58.0,999,1.2063
1671,58.0,1000,1.2063
1672,57.5,1000,1.2063
1673,59.1,1000,1.2063
1674,58.0,1000,1.2063
1675,58.0,1000,1.2063
1676,58.0,1000,1.2063
1677,58.0,1000,1.2063
1678,58.0,1000,1.2063
1679,58.0,1000,1.2063
1680,58.0,1000,1.2063
1681,58.0,1000,1.2063
1682,58.0,1000,1.2063
1683,58.0,1000,1.2063
1684,58.0,999,1.2063
1685,58.0,1000,1.2063
1687,58.5,1000,1.2063
1688,58.0,1000,1.2063
1689,58.0,1000,1.2063
1690,58.0,1000,1.2063
1691,58.0,1000,1.2063
1692,58.0,1000,1.2063
1693,58.0,1000,1.2063
1694,58.0,1000,1.2063
1695,58.0,1000,1.2063
1696,58.5,1000,1.2063
1697,58.0,1000,1.2063
1698,58.0,1000,1.2063
1699,58.0,1000,1.2063
1700,58.0,1000,1.2063
1701,58.0,1000,1.2063
1702,58.0,1000,1.2063
1703,58.0,1000,1.2063
1704,58.0,1000,1.2063
1705,58.5,1000,1.2063
1706,58.0,1000,1.2063
1708,58.0,1000,1.2063
1709,58.0,1000,1.2063
1710,58.0,1000,1.2063
1711,58.0,999,1.2063
1712,58.0,1000,1.2063
1713,58.0,1000,1.2063
1714,58.0,1000,1.2063
1715,58.0,1000,1.2063
1716,58.0,1000,1.2063
1717,57.5,1000,1.2063
1718,58.0,1000,1.2063
1719,58.0,1000,1.2063
1720,58.0,1000,1.2063
1721,58.0,1000,1.2063
1722,58.0,1000,1.2063
1723,58.0,1000,1.2063
1724,58.0,1000,1.2063
1725,58.0,1000,1.2063
1726,58.0,1000,1.2063
1728,58.0,1000,1.2063
1729,58.0,1000,1.2063
1730,58.0,999,1.2063
1731,58.0,1000,1.2063
1732,58.0,1000,1.2063
1733,58.0,1000,1.2063
1734,58.0,1000,1.2063
1735,58.5,1000,1.2063
1736,58.0,1000,1.2063
1737,58.0,1000,1.2063
1738,58.0,1000,1.2063
1739,58.0,1000,1.2063
1740,58.0,1000,1.2063
1741,58.0,1000,1.2063
1742,58.0,1000,1.2063
1743,58.0,1000,1.2063
1744,58.0,1000,1.2063
1745,57.5,1000,1.2063
1746,58.0,1000,1.2063
1747,58.5,1000,1.2063
1749,58.0,1000,1.2063
1750,58.0,1000,1.2063
1751,58.0,1000,1.2063
1752,58.0,1000,1.2063
1753,58.0,1000,1.2063
1754,58.0,1000,1.2063
1755,58.0,1000,1.2063
1756,58.0,1000,1.2063
1757,58.5,1000,1.2063
1758,58.0,1000,1.2063
1759,58.5,1000,1.2063
1760,58.5,1000,1.2063
1761,58.5,1000,1.2063
1762,58.0,1000,1.2063
1763,58.0,1000,1.2063
1764,58.0,1000,1.2063
1765,58.0,1000,1.2063
1766,58.0,1000,1.2063
1768,57.5,1000,1.2063
1769,58.0,1000,1.2063
1770,58.0,1000,1.2063
1771,58.0,1000,1.2063
1772,58.5,1000,1.2063
1773,58.0,1000,1.2063
1774,58.0,1000,1.2063
1775,58.0,1000,1.2063
1776,58.0,1000,1.2063
1777,58.0,1000,1.2063
1778,58.0,1000,1.2063
1779,58.0,1000,1.2063
1780,58.0,1000,1.2063
1781,58.0,1000,1.2063
1782,58.0,1000,1.2063
1783,58.0,1000,1.2063
1784,58.0,1000,1.2063
1785,58.0,1000,1.2063
1787,58.0,1000,1.2063
1788,58.0,1000,1.2063
1789,58.0,1000,1.2063
1790,58.0,1000,1.2063
1791,58.5,1000,1.2063
1792,58.0,1000,1.2063
1793,58.0,1000,1.2063
1794,58.0,1000,1.2063
1795,58.5,1000,1.2063
1796,58.0,1000,1.2063
1797,58.0,1000,1.2063
1798,58.0,1000,1.2063
1799,58.0,1000,1.2063
1800,58.0,1000,1.2063
1801,58.5,1000,1.2063
1802,58.5,1000,1.2063
1803,58.0,1000,1.2063
1804,58.0,1000,1.2063
1806,58.0,1000,1.2063
1807,58.0,999,1.2063
1808,58.0,1000,1.2063
1809,58.0,1000,1.2063
1810,58.0,1000,1.2063
1811,58.0,1000,1.2063
1812,58.0,1000,1.2063
1813,58.5,1000,1.2063
1814,58.0,1000,1.2063
1815,58.0,1000,1.2063
1816,58.0,1000,1.2063
1817,58.0,999,1.2063
1818,58.5,1000,1.2063
1819,57.5,1000,1.2063
1820,58.0,1000,1.2063
1821,58.0,1000,1.2063
1822,57.5,1000,1.2063
1823,58.0,1000,1.2063
1824,58.5,1000,1.2063
1825,58.0,1000,1.2063
1827,58.0,1000,1.2063
1828,58.5,1000,1.2063
1829,58.0,1000,1.2063
1830,58.0,1000,1.2063
1831,58.0,1000,1.2063
1832,58.0,1000,1.2063
1833,58.0,1000,1.2063
1834,58.0,1000,1.2063
1835,58.0,1000,1.2063
1836,58.5,1000,1.2063
1837,58.0,1000,1.2063
1838,58.0,1000,1.2063
1839,58.0,1000,1.2063
1840,58.0,1000,1.2063
1841,58.0,1000,1.2063
1842,58.0,1000,1.2063
1843,58.0,1000,1.2063
1844,58.0,1000,1.2063
1845,58.0,1000,1.2063
1847,58.0,1000,1.2063
1848,58.0,1000,1.2063
1849,58.0,1000,1.2063
1850,58.0,1000,1.2063
1851,58.0,1000,1.2063
1852,58.0,1000,1.2063
1853,56.9,1000,1.2063
1854,55.8,600,1.2
1855,55.3,600,1.2
1856,54.8,600,1.2
1857,54.8,600,1.2
1858,54.8,600,1.2
1859,53.7,600,1.2
1860,53.7,599,1.2
1861,53.7,600,1.2
1862,53.7,600,1.2
1863,53.7,600,1.2
1864,53.2,600,1.2
1865,53.7,600,1.2
1866,53.7,600,1.2
1867,53.7,600,1.2
1868,53.7,600,1.2
1870,53.2,600,1.2
1871,53.2,600,1.2063
1872,53.2,600,1.2
1873,53.2,600,1.2
1874,52.6,600,1.2
1875,52.6,600,1.2
1876,53.2,600,1.2
1877,52.6,600,1.2
1878,52.6,600,1.2
1879,52.6,600,1.2
1880,52.6,600,1.2063
1881,52.6,600,1.2
1882,52.6,600,1.2
1883,52.6,600,1.2
1884,52.1,600,1.2
1885,52.1,600,1.2
1886,51.5,600,1.2
1887,52.6,600,1.2063
1888,52.6,600,1.2
1889,52.1,600,1.2
1890,52.6,600,1.2
1891,52.1,600,1.2
1893,52.1,600,1.2
1894,51.5,600,1.2
1895,51.5,600,1.2
1896,51.5,600,1.2
1897,51.5,600,1.2
1898,51.5,600,1.2
1899,51.5,600,1.2
1900,52.1,600,1.2
1901,51.5,600,1.2
1902,52.1,600,1.2
1903,51.0,600,1.2
1904,51.5,600,1.2
1905,51.5,600,1.2
1906,51.5,600,1.2063
1907,51.0,600,1.2
1908,51.5,600,1.2
1909,51.0,600,1.2063
1910,51.5,600,1.2
1911,51.0,600,1.2
1912,51.5,600,1.2
1913,51.0,600,1.2
1914,51.5,600,1.2
1915,51.0,600,1.2
1917,51.0,600,1.2
1918,51.0,600,1.2
1919,51.0,600,1.2
1920,50.5,600,1.2
1921,51.5,600,1.2
1922,50.5,600,1.2
1923,50.5,600,1.2
1924,50.5,600,1.2
1925,51.0,600,1.2
1926,50.5,600,1.2
1927,50.5,600,1.2
1928,50.5,600,1.2
1929,50.5,600,1.2
1930,50.5,600,1.2
1931,49.9,600,1.2
1932,50.5,600,1.2
1933,49.9,600,1.2
1934,50.5,600,1.2
1935,50.5,600,1.2
1936,49.9,600,1.2
1937,50.5,600,1.2
1938,49.9,600,1.2
1940,50.5,600,1.2
1941,50.5,600,1.2
1942,49.9,599,1.2
1943,50.5,600,1.2
1944,49.9,600,1.2
1945,49.9,600,1.2
1946,49.9,600,1.2
1947,49.4,600,1.2
1948,49.4,600,1.2
1949,49.4,600,1.2
1950,49.9,600,1.2
1951,49.4,600,1.2
1952,49.9,600,1.2
1953,49.4,600,1.2
1954,49.4,600,1.2063
1955,49.4,600,1.2
1956,49.4,600,1.2063
1957,49.9,600,1.2
1958,49.4,600,1.2
1959,49.9,600,1.2
1960,49.4,600,1.2
1961,49.4,600,1.2
1962,49.4,600,1.2
1964,49.4,600,1.2
1965,49.4,600,1.2
1966,49.4,600,1.2
1967,48.9,600,1.2
1968,49.9,600,1.2
1969,48.9,600,1.2
1970,49.4,600,1.2
1971,49.4,600,1.2
1972,48.9,600,1.2063
1973,48.3,600,1.2063
1974,48.9,600,1.2063
1975,49.4,600,1.2
1976,49.4,600,1.2063
1977,48.9,600,1.2
1978,48.3,600,1.2
1979,48.9,600,1.2
1980,48.9,600,1.2
1981,48.9,600,1.2
1982,48.3,600,1.2063
1983,48.9,600,1.2
1984,48.3,600,1.2
1985,48.9,600,1.2
1987,48.3,600,1.2
1988,48.3,600,1.2
1989,48.9,600,1.2
1990,48.3,600,1.2
1991,48.3,600,1.2
1992,48.3,600,1.2
1993,48.3,600,1.2
1994,48.3,600,1.2
1995,48.3,600,1.2
1996,48.9,600,1.2
1997,48.3,600,1.2
1998,48.3,600,1.2
1999,48.3,600,1.2
2000,48.3,600,1.2
2001,48.3,600,1.2
2002,48.3,600,1.2
2003,47.8,600,1.2
2004,47.8,600,1.2
2005,47.8,600,1.2
2006,48.3,600,1.2063
2007,48.3,600,1.2
2008,48.3,600,1.2063
2009,47.8,600,1.2
2011,47.8,600,1.2
2012,47.2,600,1.2
2013,47.8,600,1.2
2014,47.8,600,1.2
2015,47.8,600,1.2063
2016,48.3,600,1.2
2017,47.2,600,1.2
2018,47.2,599,1.2
2019,48.3,600,1.2
2020,47.8,600,1.2
2021,47.8,600,1.2063
2022,47.8,600,1.2
2023,47.8,600,1.2
2024,47.2,600,1.2
2025,47.8,600,1.2
2026,47.8,600,1.2
2027,47.2,600,1.2
2028,47.2,600,1.2
2029,47.8,600,1.2
2030,47.2,600,1.2
2031,47.2,600,1.2
2032,47.8,600,1.2
2034,47.2,600,1.2
2035,47.2,600,1.2
2036,47.2,600,1.2
2037,47.2,600,1.2
