Elapsed Time (s),Temperature (°C),Clock Speed (MHz),Voltage Core (V)
119,53.7,1000,1.2063
120,53.7,1000,1.2063
121,53.7,1000,1.2063
122,53.7,1000,1.2063
123,53.7,1000,1.2063
125,53.7,1000,1.2063
126,54.2,1000,1.2063
127,54.2,1000,1.2063
128,54.2,1000,1.2063
129,54.2,1000,1.2063
130,54.8,1000,1.2063
131,54.8,1000,1.2063
132,55.3,1000,1.2063
133,55.8,1000,1.2063
134,55.8,1000,1.2063
135,55.8,1000,1.2063
136,55.8,1000,1.2063
137,56.4,1000,1.2063
138,55.8,1000,1.2063
139,56.4,1000,1.2063
140,55.8,1000,1.2063
141,55.8,1000,1.2063
142,56.4,1000,1.2063
143,56.9,1000,1.2063
144,56.9,1000,1.2063
146,56.9,1000,1.2063
147,56.9,1000,1.2063
148,56.9,1000,1.2063
149,56.9,1000,1.2063
150,58.0,1000,1.2063
151,57.5,1000,1.2063
152,57.5,1000,1.2063
153,58.0,1000,1.2063
154,58.0,1000,1.2063
155,58.0,1000,1.2063
156,58.0,1000,1.2063
157,58.0,1000,1.2063
158,58.0,1000,1.2063
159,58.0,1000,1.2063
160,58.5,1000,1.2063
161,59.6,1000,1.2063
162,58.5,1000,1.2063
163,59.1,1000,1.2063
164,59.1,1000,1.2063
166,59.1,1000,1.2063
167,59.1,1000,1.2063
168,59.1,1000,1.2063
169,60.1,1000,1.2063
170,59.6,1000,1.2063
171,59.6,1000,1.2063
172,60.1,1000,1.2063
173,59.1,1000,1.2063
174,60.1,1000,1.2063
175,60.1,1000,1.2063
176,60.7,1000,1.2063
177,60.1,1000,1.2063
178,60.1,1000,1.2063
179,60.7,1000,1.2063
180,60.7,1000,1.2063
181,60.1,1000,1.2063
182,61.2,1000,1.2063
183,61.2,1000,1.2063
184,60.1,1000,1.2063
185,60.7,1000,1.2063
187,61.2,1000,1.2063
188,61.2,1000,1.2063
189,60.7,1000,1.2063
190,61.2,1000,1.2063
191,61.2,1000,1.2063
192,61.8,1000,1.2063
193,61.8,1000,1.2063
194,61.2,1000,1.2063
195,62.3,999,1.2063
196,62.3,1000,1.2063
197,62.3,1000,1.2063
198,62.3,1000,1.2063
199,62.3,1000,1.2063
200,62.3,999,1.2063
201,62.3,1000,1.2063
202,61.8,1000,1.2063
203,62.3,1000,1.2063
204,62.3,1000,1.2063
205,62.3,1000,1.2063
206,62.3,1000,1.2063
207,62.3,1000,1.2063
209,62.3,1000,1.2063
210,62.8,1000,1.2063
211,62.3,1000,1.2063
212,63.9,1000,1.2063
213,62.8,1000,1.2063
214,63.4,1000,1.2063
215,62.8,1000,1.2063
216,63.4,1000,1.2063
217,63.4,1000,1.2063
218,63.4,1000,1.2063
219,63.4,1000,1.2063
220,63.4,1000,1.2063
221,63.9,1000,1.2063
222,63.4,1000,1.2063
223,63.9,1000,1.2063
224,63.4,1000,1.2063
225,63.9,1000,1.2063
226,63.4,1000,1.2063
227,64.5,1000,1.2063
229,64.5,1000,1.2063
230,63.9,1000,1.2063
231,63.9,1000,1.2063
232,65.0,1000,1.2063
233,63.4,1000,1.2063
234,64.5,1000,1.2063
235,64.5,1000,1.2063
236,65.0,1000,1.2063
237,65.0,1000,1.2063
238,64.5,1000,1.2063
239,64.5,1000,1.2063
240,65.5,1000,1.2063
241,65.0,1000,1.2063
242,65.0,1000,1.2063
243,65.5,1000,1.2063
244,65.5,1000,1.2063
245,65.0,1000,1.2063
246,65.0,1000,1.2063
247,65.5,1000,1.2063
248,65.5,1000,1.2063
250,65.0,1000,1.2063
251,65.5,1000,1.2063
252,65.5,1000,1.2063
253,65.5,1000,1.2063
254,65.5,1000,1.2063
255,66.1,1000,1.2063
256,66.1,1000,1.2063
257,65.5,1000,1.2063
258,65.5,1000,1.2063
259,65.5,1000,1.2063
260,66.6,1000,1.2063
261,65.5,1000,1.2063
262,66.1,1000,1.2063
263,66.1,1000,1.2063
264,66.1,1000,1.2063
265,66.1,1000,1.2063
266,65.5,1000,1.2063
267,66.6,1000,1.2063
268,66.6,1000,1.2063
269,66.1,1000,1.2063
271,66.1,1000,1.2063
272,66.6,1000,1.2063
273,66.6,1000,1.2063
274,66.6,1000,1.2063
275,66.6,1000,1.2063
276,66.6,1000,1.2063
277,66.6,1000,1.2063
278,66.6,1000,1.2063
279,66.6,1000,1.2063
280,66.6,1000,1.2063
281,66.6,1000,1.2063
282,67.1,1000,1.2063
283,66.6,1000,1.2063
284,66.6,1000,1.2063
285,67.1,1000,1.2063
286,66.6,1000,1.2063
287,66.6,1000,1.2063
288,66.6,1000,1.2063
289,66.6,1000,1.2063
290,66.6,1000,1.2063
292,67.1,1000,1.2063
293,67.1,1000,1.2063
294,66.6,1000,1.2063
295,67.1,1000,1.2063
296,67.1,1000,1.2063
297,67.7,1000,1.2063
298,67.1,1000,1.2063
299,67.1,1000,1.2063
300,68.2,1000,1.2063
301,66.6,1000,1.2063
302,67.7,1000,1.2063
303,68.2,1000,1.2063
304,67.7,1000,1.2063
305,67.7,1000,1.2063
306,68.2,1000,1.2063
307,67.1,1000,1.2063
308,67.7,1000,1.2063
309,67.7,1000,1.2063
310,67.7,1000,1.2063
311,67.7,1000,1.2063
313,67.7,1000,1.2063
314,67.7,1000,1.2063
315,67.7,1000,1.2063
316,68.2,1000,1.2063
317,68.2,1000,1.2063
318,68.2,999,1.2063
319,67.7,1000,1.2063
320,68.2,1000,1.2063
321,68.8,1000,1.2063
322,68.2,1000,1.2063
323,67.7,1000,1.2063
324,68.2,1000,1.2063
325,68.8,1000,1.2063
326,68.2,1000,1.2063
327,68.2,1000,1.2063
328,68.2,1000,1.2063
329,68.8,1000,1.2063
330,68.8,1000,1.2063
331,68.8,1000,1.2063
332,68.8,1000,1.2063
334,68.8,1000,1.2063
335,68.8,1000,1.2063
336,68.8,1000,1.2063
337,68.8,1000,1.2063
338,68.8,1000,1.2063
339,68.8,1000,1.2063
340,68.8,1000,1.2063
341,69.3,1000,1.2063
342,68.8,1000,1.2063
343,68.8,1000,1.2063
344,68.8,1000,1.2063
345,68.8,1000,1.2063
346,68.8,1000,1.2063
347,68.8,1000,1.2063
348,68.8,1000,1.2063
349,68.8,1000,1.2063
350,69.3,1000,1.2063
351,68.8,1000,1.2063
352,69.3,1000,1.2063
354,69.3,1000,1.2063
355,69.3,1000,1.2063
356,68.8,1000,1.2063
357,68.8,1000,1.2063
358,69.3,1000,1.2063
359,69.3,1000,1.2063
360,69.8,1000,1.2063
361,69.3,1000,1.2063
362,68.8,1000,1.2063
363,69.3,1000,1.2063
364,69.3,1000,1.2063
365,69.3,1000,1.2063
366,69.8,1000,1.2063
367,69.3,999,1.2063
368,69.3,1000,1.2063
369,69.3,1000,1.2063
370,69.3,1000,1.2063
371,69.8,1000,1.2063
373,69.8,1000,1.2063
374,68.8,1000,1.2063
375,69.8,1000,1.2063
376,69.3,1000,1.2063
377,69.8,1000,1.2063
378,69.3,1000,1.2063
379,69.3,1000,1.2063
380,69.3,1000,1.2063
381,69.8,1000,1.2063
382,68.8,1000,1.2063
383,69.3,1000,1.2063
384,69.8,1000,1.2063
385,69.8,1000,1.2063
386,69.8,1000,1.2063
387,69.8,1000,1.2063
388,69.3,1000,1.2063
389,69.8,1000,1.2063
391,69.3,1000,1.2063
392,69.3,1000,1.2063
393,69.8,1000,1.2063
394,69.8,999,1.2063
395,69.8,1000,1.2063
396,69.8,1000,1.2063
397,69.3,1000,1.2063
398,69.3,1000,1.2063
399,69.8,1000,1.2063
400,69.8,1000,1.2063
401,69.3,1000,1.2063
402,69.8,1000,1.2063
403,69.8,1000,1.2063
404,69.8,1000,1.2063
405,70.4,1000,1.2063
406,69.8,1000,1.2063
407,69.8,1000,1.2063
408,70.4,1000,1.2063
409,69.8,1000,1.2063
410,69.8,1000,1.2063
412,69.8,1000,1.2063
413,69.8,1000,1.2063
414,70.4,1000,1.2063
415,70.4,1000,1.2063
416,69.8,1000,1.2063
417,69.8,1000,1.2063
418,69.8,1000,1.2063
419,70.4,1000,1.2063
420,69.8,1000,1.2063
421,70.4,1000,1.2063
422,70.4,1000,1.2063
423,69.8,1000,1.2063
424,69.8,1000,1.2063
425,69.8,1000,1.2063
426,70.4,1000,1.2063
427,69.8,1000,1.2063
428,70.4,1000,1.2063
429,70.4,1000,1.2063
430,70.4,1000,1.2063
431,70.4,1000,1.2063
433,70.4,1000,1.2063
434,70.4,1000,1.2063
435,69.8,1000,1.2063
436,70.4,1000,1.2063
437,70.4,1000,1.2063
438,70.4,1000,1.2063
439,70.4,1000,1.2063
440,70.9,1000,1.2063
441,70.4,1000,1.2063
442,70.4,1000,1.2063
443,70.4,1000,1.2063
444,69.8,1000,1.2063
445,70.4,1000,1.2063
446,70.4,1000,1.2063
447,70.4,1000,1.2063
448,70.4,1000,1.2063
449,70.4,1000,1.2063
450,69.8,1000,1.2063
451,70.9,1000,1.2063
452,70.4,1000,1.2063
454,70.4,1000,1.2063
455,70.9,1000,1.2063
456,70.4,1000,1.2063
457,70.4,999,1.2063
458,70.9,1000,1.2063
459,70.4,1000,1.2063
460,70.4,1000,1.2063
461,70.9,1000,1.2063
462,70.4,1000,1.2063
463,70.9,1000,1.2063
464,70.9,1000,1.2063
465,70.9,1000,1.2063
466,70.9,1000,1.2063
467,70.9,1000,1.2063
468,70.4,1000,1.2063
469,70.9,1000,1.2063
470,70.9,1000,1.2063
471,70.9,1000,1.2063
472,70.9,1000,1.2063
474,70.9,1000,1.2063
475,70.9,1000,1.2063
476,70.9,1000,1.2063
477,70.9,1000,1.2063
478,70.4,1000,1.2063
479,70.9,1000,1.2063
480,70.9,1000,1.2063
481,70.9,1000,1.2063
482,70.9,1000,1.2063
483,70.9,1000,1.2063
484,70.9,1000,1.2063
485,70.9,999,1.2063
486,70.9,1000,1.2063
487,69.8,1000,1.2063
488,70.9,1000,1.2063
489,70.9,1000,1.2063
490,70.9,1000,1.2063
491,70.9,1000,1.2063
492,70.9,1000,1.2063
494,70.9,999,1.2063
495,70.9,1000,1.2063
496,70.9,1000,1.2063
497,70.9,1000,1.2063
498,70.9,1000,1.2063
499,70.9,1000,1.2063
500,70.9,1000,1.2063
501,70.9,1000,1.2063
502,70.9,1000,1.2063
503,70.9,1000,1.2063
504,70.9,1000,1.2063
505,70.9,1000,1.2063
506,70.9,1000,1.2063
507,71.4,1000,1.2063
508,71.4,1000,1.2063
509,70.9,1000,1.2063
510,70.9,1000,1.2063
511,70.9,1000,1.2063
512,70.9,1000,1.2063
514,70.9,1000,1.2063
515,70.9,1000,1.2063
516,70.9,1000,1.2063
517,70.9,1000,1.2063
518,70.9,1000,1.2063
519,70.9,1000,1.2063
520,70.9,1000,1.2063
521,70.9,1000,1.2063
522,70.9,1000,1.2063
523,70.9,1000,1.2063
524,70.9,1000,1.2063
525,70.9,1000,1.2063
526,71.4,1000,1.2063
527,70.9,1000,1.2063
528,70.9,1000,1.2063
529,70.9,1000,1.2063
530,70.9,1000,1.2063
531,70.9,999,1.2063
532,70.9,999,1.2063
534,70.9,1000,1.2063
535,71.4,1000,1.2063
536,70.9,1000,1.2063
537,70.9,1000,1.2063
538,70.9,1000,1.2063
539,71.4,1000,1.2063
540,70.9,1000,1.2063
541,70.9,1000,1.2063
542,70.9,1000,1.2063
543,72.0,1000,1.2063
544,70.9,1000,1.2063
545,71.4,1000,1.2063
546,71.4,1000,1.2063
547,71.4,1000,1.2063
548,70.9,1000,1.2063
549,70.9,1000,1.2063
550,70.9,1000,1.2063
551,72.0,1000,1.2063
552,71.4,999,1.2063
554,70.9,1000,1.2063
555,72.0,1000,1.2063
556,70.9,1000,1.2063
557,70.9,1000,1.2063
558,72.0,1000,1.2063
559,70.9,1000,1.2063
560,71.4,1000,1.2063
561,72.0,1000,1.2063
562,70.9,1000,1.2063
563,72.0,1000,1.2063
564,70.9,1000,1.2063
565,71.4,1000,1.2063
566,71.4,1000,1.2063
567,71.4,1000,1.2063
568,71.4,1000,1.2063
569,70.9,1000,1.2063
570,71.4,1000,1.2063
571,71.4,1000,1.2063
572,71.4,1000,1.2063
573,71.4,1000,1.2063
575,71.4,1000,1.2063
576,71.4,1000,1.2063
577,71.4,1000,1.2063
578,71.4,1000,1.2063
579,71.4,1000,1.2063
580,71.4,1000,1.2063
581,71.4,1000,1.2063
582,71.4,1000,1.2063
583,71.4,1000,1.2063
584,71.4,1000,1.2063
585,71.4,1000,1.2063
586,70.9,1000,1.2063
587,70.9,1000,1.2063
588,70.9,1000,1.2063
589,70.9,1000,1.2063
590,70.9,999,1.2063
591,71.4,1000,1.2063
592,71.4,1000,1.2063
593,71.4,1000,1.2063
594,71.4,1000,1.2063
596,70.9,1000,1.2063
597,72.0,1000,1.2063
598,70.9,1000,1.2063
599,72.0,1000,1.2063
600,70.9,1000,1.2063
601,70.9,1000,1.2063
602,72.0,999,1.2063
603,71.4,1000,1.2063
604,70.9,1000,1.2063
605,71.4,999,1.2063
606,71.4,1000,1.2063
607,70.9,1000,1.2063
608,71.4,1000,1.2063
609,70.9,1000,1.2063
610,71.4,1000,1.2063
611,71.4,1000,1.2063
612,70.9,1000,1.2063
613,70.9,1000,1.2063
614,71.4,1000,1.2063
616,71.4,1000,1.2063
617,70.9,999,1.2063
618,71.4,1000,1.2063
619,70.9,999,1.2063
620,70.9,1000,1.2063
621,72.0,1000,1.2063
622,71.4,1000,1.2063
623,71.4,1000,1.2063
624,71.4,1000,1.2063
625,71.4,1000,1.2063
626,71.4,1000,1.2063
627,71.4,1000,1.2063
628,71.4,1000,1.2063
629,71.4,1000,1.2063
630,71.4,1000,1.2063
631,71.4,1000,1.2063
632,71.4,1000,1.2063
633,71.4,1000,1.2063
634,70.9,1000,1.2063
635,71.4,1000,1.2063
637,71.4,1000,1.2063
638,71.4,1000,1.2063
639,72.0,1000,1.2063
640,72.0,1000,1.2063
641,70.9,1000,1.2063
642,71.4,1000,1.2063
643,71.4,1000,1.2063
644,70.9,1000,1.2063
645,71.4,1000,1.2063
646,71.4,1000,1.2063
647,71.4,1000,1.2063
648,71.4,1000,1.2063
649,71.4,1000,1.2063
650,72.0,1000,1.2063
651,71.4,1000,1.2063
652,71.4,1000,1.2063
653,71.4,1000,1.2063
654,71.4,1000,1.2063
655,71.4,1000,1.2063
657,71.4,1000,1.2063
658,70.9,1000,1.2063
659,71.4,999,1.2063
660,71.4,1000,1.2063
661,72.0,1000,1.2063
662,71.4,1000,1.2063
663,71.4,1000,1.2063
664,71.4,1000,1.2063
665,71.4,1000,1.2063
666,71.4,1000,1.2063
667,70.9,1000,1.2063
668,72.0,1000,1.2063
669,71.4,1000,1.2063
670,71.4,1000,1.2063
671,71.4,1000,1.2063
672,72.0,1000,1.2063
673,71.4,1000,1.2063
674,71.4,1000,1.2063
675,72.0,1000,1.2063
676,71.4,1000,1.2063
678,72.0,1000,1.2063
679,72.0,1000,1.2063
680,71.4,1000,1.2063
681,72.0,1000,1.2063
682,70.9,1000,1.2063
683,71.4,1000,1.2063
684,71.4,1000,1.2063
685,72.0,1000,1.2063
686,72.0,1000,1.2063
687,71.4,1000,1.2063
688,71.4,1000,1.2063
689,72.0,1000,1.2063
690,70.9,1000,1.2063
691,71.4,1000,1.2063
692,71.4,1000,1.2063
693,71.4,1000,1.2063
694,72.0,1000,1.2063
695,71.4,1000,1.2063
696,71.4,1000,1.2063
697,71.4,1000,1.2063
699,72.0,1000,1.2063
700,71.4,999,1.2063
701,71.4,1000,1.2063
702,71.4,1000,1.2063
703,71.4,1000,1.2063
704,72.0,1000,1.2063
705,71.4,1000,1.2063
706,72.0,1000,1.2063
707,72.5,1000,1.2063
708,72.0,1000,1.2063
709,70.9,1000,1.2063
710,71.4,1000,1.2063
711,72.0,1000,1.2063
712,71.4,1000,1.2063
713,72.0,1000,1.2063
714,71.4,1000,1.2063
715,70.9,1000,1.2063
716,71.4,1000,1.2063
717,72.0,1000,1.2063
718,72.0,1000,1.2063
720,71.4,1000,1.2063
721,71.4,1000,1.2063
722,72.0,1000,1.2063
723,72.0,1000,1.2063
724,72.0,1000,1.2063
725,72.0,1000,1.2063
726,71.4,1000,1.2063
727,71.4,1000,1.2063
728,71.4,1000,1.2063
729,72.0,1000,1.2063
730,72.0,1000,1.2063
731,72.0,1000,1.2063
732,72.0,1000,1.2063
733,72.0,1000,1.2063
734,71.4,1000,1.2063
735,71.4,1000,1.2063
736,71.4,1000,1.2063
737,71.4,1000,1.2063
738,72.0,1000,1.2063
739,71.4,1000,1.2063
741,71.4,1000,1.2063
742,71.4,1000,1.2063
743,72.0,1000,1.2063
744,71.4,1000,1.2063
745,72.0,1000,1.2063
746,72.0,1000,1.2063
747,72.0,1000,1.2063
748,72.0,1000,1.2063
749,72.0,1000,1.2063
750,71.4,1000,1.2063
751,72.0,1000,1.2063
752,71.4,1000,1.2063
753,72.0,1000,1.2063
754,72.0,1000,1.2063
755,71.4,1000,1.2063
756,71.4,1000,1.2063
757,72.0,1000,1.2063
758,72.0,1000,1.2063
759,72.0,1000,1.2063
760,71.4,1000,1.2063
762,71.4,1000,1.2063
763,71.4,1000,1.2063
764,70.9,1000,1.2063
765,71.4,1000,1.2063
766,72.0,1000,1.2063
767,72.0,1000,1.2063
768,72.0,1000,1.2063
769,72.0,1000,1.2063
770,72.0,1000,1.2063
771,71.4,1000,1.2063
772,72.0,1000,1.2063
773,72.0,1000,1.2063
774,71.4,1000,1.2063
775,71.4,1000,1.2063
776,71.4,1000,1.2063
777,72.0,1000,1.2063
778,71.4,1000,1.2063
779,70.9,1000,1.2063
780,72.0,1000,1.2063
781,71.4,1000,1.2063
782,72.0,1000,1.2063
784,72.0,1000,1.2063
785,71.4,1000,1.2063
786,71.4,999,1.2063
787,72.0,1000,1.2063
788,71.4,1000,1.2063
789,72.5,1000,1.2063
790,72.0,1000,1.2063
791,72.0,1000,1.2063
792,72.0,1000,1.2063
793,72.0,1000,1.2063
794,71.4,1000,1.2063
795,72.0,1000,1.2063
796,71.4,1000,1.2063
797,71.4,1000,1.2063
798,71.4,1000,1.2063
799,72.0,1000,1.2063
800,72.0,1000,1.2063
801,72.0,1000,1.2063
802,72.0,1000,1.2063
803,71.4,1000,1.2063
804,72.0,1000,1.2063
806,72.0,1000,1.2063
807,72.0,1000,1.2063
808,72.0,1000,1.2063
809,71.4,1000,1.2063
810,72.5,1000,1.2063
811,71.4,1000,1.2063
812,72.0,1000,1.2063
813,72.0,1000,1.2063
814,71.4,1000,1.2063
815,72.0,1000,1.2063
816,72.0,1000,1.2063
817,72.5,1000,1.2063
818,72.0,1000,1.2063
819,72.0,1000,1.2063
820,72.0,1000,1.2063
821,72.0,1000,1.2063
822,71.4,1000,1.2063
823,72.0,1000,1.2063
824,72.0,1000,1.2063
825,72.0,1000,1.2063
827,72.0,1000,1.2063
828,72.0,1000,1.2063
829,72.0,1000,1.2063
830,72.0,1000,1.2063
831,72.0,1000,1.2063
832,72.0,1000,1.2063
833,72.0,1000,1.2063
834,72.0,1000,1.2063
835,71.4,1000,1.2063
836,72.0,1000,1.2063
837,72.0,1000,1.2063
838,71.4,1000,1.2063
839,72.0,1000,1.2063
840,72.0,1000,1.2063
841,71.4,1000,1.2063
842,72.5,1000,1.2063
843,71.4,1000,1.2063
844,72.0,1000,1.2063
845,72.0,1000,1.2063
846,72.0,1000,1.2063
847,71.4,1000,1.2063
849,72.5,1000,1.2063
850,72.0,1000,1.2063
851,72.0,1000,1.2063
852,72.0,1000,1.2063
853,72.0,1000,1.2063
854,72.0,1000,1.2063
855,71.4,1000,1.2063
856,71.4,999,1.2063
857,72.0,999,1.2063
858,72.0,1000,1.2063
859,72.0,1000,1.2063
860,72.0,1000,1.2063
861,72.0,1000,1.2063
862,72.0,1000,1.2063
863,72.0,1000,1.2063
864,72.0,1000,1.2063
865,72.0,1000,1.2063
866,72.0,1000,1.2063
867,71.4,1000,1.2063
869,72.0,1000,1.2063
870,70.9,1000,1.2063
871,72.0,1000,1.2063
872,72.0,1000,1.2063
873,72.0,1000,1.2063
874,72.0,1000,1.2063
875,72.0,1000,1.2063
876,72.5,999,1.2063
877,72.0,1000,1.2063
878,71.4,1000,1.2063
879,72.0,1000,1.2063
880,72.0,999,1.2063
881,72.5,1000,1.2063
882,72.0,1000,1.2063
883,72.0,1000,1.2063
884,72.0,1000,1.2063
885,72.0,1000,1.2063
886,72.0,1000,1.2063
887,72.0,1000,1.2063
888,72.0,1000,1.2063
890,72.0,1000,1.2063
891,72.0,1000,1.2063
892,72.0,1000,1.2063
893,72.0,1000,1.2063
894,71.4,1000,1.2063
895,72.5,1000,1.2063
896,71.4,1000,1.2063
897,71.4,1000,1.2063
898,72.0,1000,1.2063
899,72.0,1000,1.2063
900,72.0,1000,1.2063
901,71.4,1000,1.2063
902,72.0,1000,1.2063
903,72.0,1000,1.2063
904,72.0,1000,1.2063
905,71.4,1000,1.2063
906,71.4,1000,1.2063
907,72.0,1000,1.2063
908,72.0,1000,1.2063
910,72.0,1000,1.2063
911,72.0,1000,1.2063
912,72.0,1000,1.2063
913,72.0,1000,1.2063
914,71.4,1000,1.2063
915,72.0,1000,1.2063
916,72.0,1000,1.2063
917,72.5,1000,1.2063
918,72.0,999,1.2063
919,72.0,1000,1.2063
920,71.4,1000,1.2063
921,71.4,1000,1.2063
922,72.0,1000,1.2063
923,71.4,1000,1.2063
924,72.0,1000,1.2063
925,72.0,1000,1.2063
926,72.0,1000,1.2063
927,72.0,1000,1.2063
929,72.0,1000,1.2063
930,72.0,1000,1.2063
931,72.0,1000,1.2063
932,71.4,1000,1.2063
933,72.0,1000,1.2063
934,72.0,1000,1.2063
935,72.0,1000,1.2063
936,72.0,1000,1.2063
937,72.0,1000,1.2063
938,72.0,1000,1.2063
939,72.0,999,1.2063
940,72.0,1000,1.2063
941,71.4,1000,1.2063
942,72.0,1000,1.2063
943,72.0,1000,1.2063
944,72.0,1000,1.2063
945,71.4,1000,1.2063
946,72.0,1000,1.2063
947,72.0,1000,1.2063
949,72.0,1000,1.2063
950,72.0,1000,1.2063
951,72.0,1000,1.2063
952,71.4,1000,1.2063
953,71.4,1000,1.2063
954,72.0,1000,1.2063
955,72.0,1000,1.2063
956,71.4,1000,1.2063
957,72.0,1000,1.2063
958,72.0,1000,1.2063
959,72.0,1000,1.2063
960,71.4,1000,1.2063
961,72.0,1000,1.2063
962,72.0,1000,1.2063
963,72.0,1000,1.2063
964,72.0,1000,1.2063
965,72.0,1000,1.2063
966,72.0,1000,1.2063
967,72.0,999,1.2063
968,72.0,1000,1.2063
970,72.0,1000,1.2063
971,71.4,1000,1.2063
972,72.0,1000,1.2063
973,72.0,1000,1.2063
974,72.0,1000,1.2063
975,72.0,1000,1.2063
976,72.5,1000,1.2063
977,72.5,1000,1.2063
978,72.5,1000,1.2063
979,72.0,1000,1.2063
980,72.0,1000,1.2063
981,72.0,1000,1.2063
982,72.0,1000,1.2063
983,71.4,1000,1.2063
984,72.5,999,1.2063
985,72.0,1000,1.2063
986,72.0,1000,1.2063
987,72.0,999,1.2063
988,72.5,1000,1.2063
990,72.0,1000,1.2063
991,72.0,1000,1.2063
992,72.0,1000,1.2063
993,72.0,999,1.2063
994,72.0,1000,1.2063
995,72.0,1000,1.2063
996,72.0,1000,1.2063
997,72.0,1000,1.2063
998,72.0,1000,1.2063
999,72.5,1000,1.2063
1000,72.0,1000,1.2063
1001,72.0,1000,1.2063
1002,72.0,1000,1.2063
1003,72.5,1000,1.2063
1004,72.5,1000,1.2063
1005,72.0,1000,1.2063
1006,71.4,1000,1.2063
1007,72.0,1000,1.2063
1008,72.0,1000,1.2063
1010,72.0,1000,1.2063
1011,72.0,1000,1.2063
1012,72.0,1000,1.2063
1013,72.0,1000,1.2063
1014,72.0,1000,1.2063
1015,72.0,1000,1.2063
1016,72.0,1000,1.2063
1017,72.0,1000,1.2063
1018,71.4,1000,1.2063
1019,72.0,1000,1.2063
1020,72.5,1000,1.2063
1021,71.4,1000,1.2063
1022,72.0,1000,1.2063
1023,72.0,1000,1.2063
1024,71.4,1000,1.2063
1025,72.0,1000,1.2063
1026,72.0,1000,1.2063
1027,71.4,1000,1.2063
1028,72.0,1000,1.2063
1029,72.0,1000,1.2063
1031,72.0,1000,1.2063
1032,72.0,1000,1.2063
1033,72.0,1000,1.2063
1034,72.0,1000,1.2063
1035,72.0,1000,1.2063
1036,72.0,1000,1.2063
1037,72.0,1000,1.2063
1038,72.5,1000,1.2063
1039,72.0,1000,1.2063
1040,72.0,1000,1.2063
1041,72.0,1000,1.2063
1042,72.0,1000,1.2063
1043,72.0,1000,1.2063
1044,72.0,1000,1.2063
1045,71.4,1000,1.2063
1046,72.5,1000,1.2063
1047,72.0,1000,1.2063
1048,72.0,1000,1.2063
1049,72.0,1000,1.2063
1050,72.0,1000,1.2063
1052,72.0,1000,1.2063
1053,71.4,1000,1.2063
